Color,Material,Scan,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20
e,Dec,769,380.91,850.55,2181.67,301.18,1152.99,580.79,61.38,183.95,653.77,235.9,143.42,23.65,91.79,80.93,322.52,944.63,52.99,33.64,BluePETG,BluePETG
e,Dec,770,358.74,853.46,2203.2,299.42,1163.92,572.27,59.09,177.33,303.97,230.64,140.33,23.19,80.42,73.49,225.58,664.62,51.72,34.58,BluePETG,BluePETG
e,Dec,771,344.79,854.43,2211.63,307.33,1167.83,582.21,58.51,176.22,250.89,231.6,131.04,23.19,80.42,68.54,230.11,555.53,51.72,32.71,BluePETG,BluePETG
e,Dec,772,232.32,851.52,2245.34,316.11,1189.68,590.02,55.64,169.04,258.13,218.23,120.72,22.72,79.61,66.06,162.17,420.59,49.16,32.71,BluePETG,BluePETG
e,Dec,773,185.53,853.46,2293.09,327.52,1214.66,597.83,49.91,156.33,359.45,203.9,110.4,22.26,64.17,58.63,102.37,195.67,47.89,32.71,BluePETG,BluePETG
e,Dec,774,197.02,856.37,2321.18,331.91,1222.47,599.96,49.91,158.54,402.87,206.77,105.24,22.26,59.3,56.98,92.41,159.69,46.61,32.71,BluePETG,BluePETG
e,Dec,775,216.72,859.29,2335.23,334.55,1224.03,600.67,51.63,162.96,411.32,211.07,104.21,22.26,59.3,56.98,91.5,158.56,45.97,32.71,BluePETG,BluePETG
e,Dec,776,193.74,855.4,2315.56,323.13,1210.76,592.86,52.2,161.86,357.04,223.48,110.4,22.72,66.61,59.46,102.37,223.79,46.61,32.71,BluePETG,BluePETG
e,Dec,777,197.02,858.32,2332.42,332.79,1220.13,600.67,52.2,166.28,416.14,217.27,107.31,22.26,60.11,58.63,94.22,165.31,46.61,32.71,BluePETG,BluePETG
e,Dec,778,178.96,851.52,2294.97,324.01,1196.71,596.41,58.51,182.85,390.81,235.42,113.5,23.19,64.99,67.71,116.87,237.28,46.61,32.71,BluePETG,BluePETG
e,Dec,779,174.03,852.49,2301.52,320.5,1198.27,590.02,56.79,180.09,402.87,232.08,109.37,22.72,61.74,61.93,102.37,193.42,46.61,32.71,BluePETG,BluePETG
e,Dec,780,199.48,857.35,2329.61,337.18,1213.1,604.22,51.63,167.38,428.2,223.96,109.37,22.26,58.49,56.98,95.13,163.06,45.33,32.71,BluePETG,BluePETG
e,Dec,781,265.16,868.03,2370.81,334.55,1241.21,591.44,47.04,154.12,411.32,207.25,115.56,21.33,56.86,55.33,91.5,154.06,44.69,31.77,BluePETG,BluePETG
e,Dec,782,280.75,869.0,2368.0,343.33,1241.99,607.77,48.76,159.65,427.0,206.29,110.4,22.26,60.11,58.63,92.41,161.94,45.33,32.71,BluePETG,BluePETG
e,Dec,783,267.62,866.08,2355.83,338.94,1235.74,601.38,49.33,160.2,424.59,210.11,111.43,22.26,60.11,59.46,94.22,164.19,45.33,32.71,BluePETG,BluePETG
e,Dec,784,234.78,862.2,2342.72,335.43,1227.16,597.12,52.2,166.28,423.38,216.8,111.43,22.72,60.92,60.28,96.03,167.56,45.97,32.71,BluePETG,BluePETG
e,Dec,785,208.51,858.32,2323.99,331.04,1217.79,598.54,53.92,171.25,416.14,220.62,109.37,22.72,60.92,61.11,96.94,175.43,46.61,32.71,BluePETG,BluePETG
e,Dec,786,180.6,853.46,2303.39,316.99,1201.39,577.24,55.64,173.46,396.84,231.12,117.63,22.72,62.55,64.41,104.19,204.67,46.61,33.64,BluePETG,BluePETG
e,Dec,787,179.78,852.49,2300.58,324.89,1199.83,592.86,57.94,181.19,413.73,231.6,111.43,23.19,63.36,63.58,103.28,191.18,46.61,33.64,BluePETG,BluePETG
e,Dec,788,188.81,855.4,2314.63,327.52,1206.86,597.83,55.07,175.67,418.56,227.3,108.34,22.72,60.92,60.28,96.94,174.31,46.61,32.71,BluePETG,BluePETG
e,Dec,789,211.8,860.26,2338.04,335.43,1222.47,603.51,52.78,170.14,430.62,220.62,109.37,22.72,60.11,58.63,94.22,165.31,45.97,32.71,BluePETG,BluePETG
e,Dec,790,221.65,862.2,2346.46,329.28,1229.5,588.6,51.06,163.52,418.56,217.75,117.63,22.26,60.92,60.28,94.22,172.06,45.97,33.64,BluePETG,BluePETG
e,Dec,791,243.81,863.17,2345.53,340.69,1230.28,607.77,52.2,164.62,425.79,212.5,106.28,22.72,59.3,56.98,91.5,159.69,45.97,32.71,BluePETG,BluePETG
e,Dec,792,236.42,861.23,2341.78,327.52,1227.16,584.34,49.33,156.33,396.84,213.45,112.47,21.8,55.24,53.68,91.5,150.69,45.97,31.77,BluePETG,BluePETG
e,Dec,793,215.08,859.29,2336.16,331.91,1226.37,595.7,51.06,161.86,422.17,212.98,110.4,22.26,60.92,57.8,92.41,155.19,45.97,32.71,BluePETG,BluePETG
e,Dec,794,192.09,858.32,2327.74,333.67,1219.35,602.09,53.92,169.04,408.91,218.71,105.24,22.72,60.92,57.8,93.31,164.19,46.61,32.71,BluePETG,BluePETG
e,Dec,795,185.53,856.37,2315.56,327.52,1213.88,594.99,55.07,170.7,401.67,221.57,106.28,22.72,60.92,58.63,95.13,167.56,47.25,32.71,BluePETG,BluePETG
e,Dec,796,182.24,854.43,2307.14,327.52,1209.98,593.57,55.07,170.7,402.87,222.53,106.28,22.72,60.11,57.8,96.03,166.44,47.25,32.71,BluePETG,BluePETG
e,Dec,797,187.17,857.35,2320.25,329.28,1215.45,595.7,53.92,168.49,412.52,219.18,107.31,22.72,60.11,56.98,92.41,156.31,47.25,32.71,BluePETG,BluePETG
e,Dec,798,203.59,859.29,2335.23,355.62,1224.81,637.59,54.5,172.35,437.85,212.02,110.4,23.65,61.74,58.63,89.69,160.81,46.61,34.58,BluePETG,BluePETG
e,Dec,799,238.07,864.14,2353.95,343.33,1237.3,609.9,49.33,157.44,416.14,204.38,105.24,22.26,58.49,56.15,89.69,151.82,45.97,32.71,BluePETG,BluePETG
e,Dec,800,260.23,866.08,2355.83,342.45,1238.86,607.06,48.76,156.89,423.38,203.42,107.31,22.26,58.49,55.33,89.69,152.94,45.97,32.71,BluePETG,BluePETG
e,Dec,801,237.25,862.2,2340.85,335.43,1233.4,598.54,49.91,157.44,411.32,205.33,105.24,22.26,58.49,55.33,89.69,150.69,45.97,32.71,BluePETG,BluePETG
e,Dec,802,379.26,800.06,1936.35,259.91,1102.25,571.56,80.31,203.29,1768.3,248.79,329.15,24.11,125.1,65.24,433.05,1762.19,49.8,33.64,GreenPETG,GreenPETG
e,Dec,803,381.73,802.97,1949.46,259.91,1103.82,569.43,82.03,205.5,1308.74,249.27,325.02,24.58,102.35,61.93,433.05,1589.01,50.44,33.64,GreenPETG,GreenPETG
e,Dec,804,358.74,804.91,1956.95,257.28,1103.82,559.49,79.74,199.97,1429.36,250.7,359.07,24.11,112.91,67.71,459.32,1960.11,49.8,33.64,GreenPETG,GreenPETG
e,Dec,805,328.37,804.91,1963.5,255.52,1106.94,555.23,78.59,197.21,1430.57,251.65,379.7,23.65,119.41,69.37,478.35,1912.88,49.8,32.71,GreenPETG,GreenPETG
e,Dec,806,371.88,806.86,1964.44,262.55,1104.6,571.56,81.46,204.39,1600.64,252.13,336.37,24.58,117.79,65.24,452.07,1827.41,50.44,33.64,GreenPETG,GreenPETG
e,Dec,807,382.55,807.83,1964.44,260.79,1103.03,568.01,81.46,203.29,1679.05,251.65,329.15,24.11,116.98,64.41,449.35,1798.17,50.44,33.64,GreenPETG,GreenPETG
e,Dec,808,394.86,808.8,1966.31,257.28,1101.47,558.78,79.74,200.53,1666.98,251.18,335.34,24.11,102.35,57.8,444.83,1677.85,51.08,32.71,GreenPETG,GreenPETG
e,Dec,809,432.62,807.83,1956.95,255.52,1078.83,556.65,83.75,206.6,1332.86,253.09,255.89,25.04,73.92,48.72,434.86,1689.09,56.82,34.58,GreenPETG,GreenPETG
e,Dec,810,425.24,808.8,1961.63,257.28,1081.18,559.49,79.74,202.74,1593.4,251.18,447.8,24.11,131.6,84.23,564.41,2307.6,51.72,33.64,GreenPETG,GreenPETG
e,Dec,811,421.13,809.77,1963.5,254.64,1090.54,552.39,80.31,199.97,1283.41,252.13,308.51,24.11,93.42,59.46,461.13,1845.41,53.63,32.71,GreenPETG,GreenPETG
e,Dec,812,307.02,805.89,1963.5,283.62,1112.4,609.19,85.47,217.65,1557.22,255.47,390.02,25.97,131.6,76.8,481.97,2081.56,49.8,34.58,GreenPETG,GreenPETG
e,Dec,813,320.98,806.86,1960.69,263.42,1111.62,565.88,81.46,206.05,1324.42,254.04,367.32,24.58,113.73,69.37,476.53,1918.5,49.8,33.64,GreenPETG,GreenPETG
e,Dec,814,370.23,810.74,1967.25,266.94,1108.5,573.69,80.89,205.5,1691.11,253.09,368.35,24.58,128.35,71.84,489.22,1996.1,50.44,33.64,GreenPETG,GreenPETG
e,Dec,815,410.46,811.71,1964.44,266.94,1106.94,572.27,83.18,207.71,1840.68,254.52,360.1,25.04,136.47,71.84,487.41,1918.5,51.72,33.64,GreenPETG,GreenPETG
e,Dec,816,423.59,811.71,1964.44,266.94,1104.6,572.98,82.61,208.26,1594.61,254.52,340.5,25.04,119.41,70.19,481.06,1791.43,52.99,33.64,GreenPETG,GreenPETG
e,Dec,817,417.03,811.71,1964.44,259.91,1104.6,558.07,80.89,202.74,1722.47,252.61,342.56,24.58,115.35,65.24,474.72,1881.39,52.99,34.58,GreenPETG,GreenPETG
e,Dec,818,393.22,810.74,1963.5,261.67,1104.6,560.91,80.31,202.74,1524.65,252.13,338.43,24.11,113.73,61.93,471.1,1821.79,51.72,32.71,GreenPETG,GreenPETG
e,Dec,819,375.16,810.74,1967.25,265.18,1110.06,568.72,82.61,207.16,1733.32,254.52,329.15,24.58,121.85,66.06,469.29,1901.63,51.72,33.64,GreenPETG,GreenPETG
e,Dec,820,330.01,808.8,1968.18,269.57,1115.52,577.95,83.18,208.26,1563.25,254.52,366.29,25.04,127.54,72.67,477.44,1925.25,49.8,33.64,GreenPETG,GreenPETG
e,Dec,821,311.13,807.83,1968.18,266.94,1117.87,572.98,82.03,207.16,1436.6,253.56,371.45,24.58,125.1,72.67,462.94,1880.27,49.8,33.64,GreenPETG,GreenPETG
e,Dec,822,138.74,799.09,1993.46,280.11,1173.29,604.93,67.69,190.03,394.43,240.67,216.68,23.19,74.73,61.11,106.0,238.41,44.69,32.71,GreenPETG,GreenPETG
e,Dec,823,143.66,799.09,1994.4,278.35,1179.54,602.09,65.4,183.4,418.56,233.03,191.92,23.19,70.67,58.63,94.22,184.43,44.69,32.71,GreenPETG,GreenPETG
e,Dec,824,150.23,799.09,1998.15,286.25,1187.34,619.84,63.1,178.98,454.74,223.96,158.9,23.19,64.99,53.68,84.25,133.82,44.69,32.71,GreenPETG,GreenPETG
e,Dec,825,153.51,800.06,2000.02,281.86,1189.68,610.61,63.68,177.33,446.3,223.0,154.77,23.19,64.17,53.68,82.44,132.7,44.69,32.71,GreenPETG,GreenPETG
e,Dec,826,155.15,802.0,2005.64,276.59,1191.25,596.41,63.68,175.12,431.82,226.82,166.12,23.19,64.17,53.68,82.44,139.45,44.69,33.64,GreenPETG,GreenPETG
e,Dec,827,160.08,800.06,1999.08,281.86,1188.12,609.9,63.1,177.88,441.47,224.91,158.9,22.72,64.99,54.5,84.25,138.32,44.69,32.71,GreenPETG,GreenPETG
e,Dec,828,171.57,801.03,1996.27,278.35,1188.12,602.09,61.95,176.77,434.24,226.35,169.22,22.72,66.61,57.8,86.07,152.94,44.69,33.64,GreenPETG,GreenPETG
e,Dec,829,186.35,802.0,1999.08,302.94,1190.47,653.21,65.97,188.93,469.22,225.87,165.09,24.11,67.42,55.33,83.35,143.94,44.05,34.58,GreenPETG,GreenPETG
e,Dec,830,183.89,801.03,2000.96,287.13,1195.15,619.13,60.81,175.12,448.71,220.62,152.71,23.19,62.55,52.85,82.44,132.7,44.05,32.71,GreenPETG,GreenPETG
e,Dec,831,144.48,799.09,1994.4,276.59,1185.78,598.54,59.09,167.38,442.68,224.44,167.15,22.72,64.17,54.5,83.35,136.07,44.69,33.64,GreenPETG,GreenPETG
e,Dec,832,155.15,799.09,1994.4,275.72,1188.9,597.12,60.23,170.7,451.12,220.62,166.12,22.72,65.8,56.15,83.35,137.2,44.69,33.64,GreenPETG,GreenPETG
e,Dec,833,188.81,802.97,2011.25,288.89,1202.17,623.39,59.66,171.8,457.15,216.32,150.64,22.72,64.99,55.33,82.44,132.7,44.05,32.71,GreenPETG,GreenPETG
e,Dec,834,215.9,804.91,2014.06,294.16,1207.64,629.78,59.66,170.7,453.54,212.98,149.61,23.19,62.55,51.2,81.54,130.45,44.05,32.71,GreenPETG,GreenPETG
e,Dec,835,214.26,805.89,2015.94,290.64,1206.08,628.36,60.23,171.8,458.36,214.89,150.64,23.19,65.8,55.33,82.44,132.7,44.05,32.71,GreenPETG,GreenPETG
e,Dec,836,175.68,802.97,2005.64,279.23,1201.39,601.38,57.94,160.75,394.43,208.2,171.28,22.26,60.92,47.07,81.54,128.2,44.69,31.77,GreenPETG,GreenPETG
e,Dec,837,148.59,800.06,1992.53,281.86,1186.56,607.77,61.38,169.59,390.81,211.54,171.28,23.19,64.99,49.55,81.54,139.45,45.33,32.71,GreenPETG,GreenPETG
e,Dec,838,139.56,802.97,2011.25,285.38,1195.93,611.32,61.95,171.25,414.94,212.5,173.34,23.19,70.67,53.68,82.44,137.2,45.33,32.71,GreenPETG,GreenPETG
e,Dec,839,138.74,801.03,1996.27,287.13,1185.78,616.29,63.1,174.01,410.11,216.32,175.41,23.19,70.67,53.68,83.35,146.19,45.33,32.71,GreenPETG,GreenPETG
e,Dec,840,139.56,801.03,1998.15,285.38,1181.1,615.58,64.25,178.43,417.35,221.57,185.72,23.19,71.48,55.33,88.78,160.81,45.33,32.71,GreenPETG,GreenPETG
e,Dec,841,139.56,802.0,2002.83,280.11,1177.19,603.51,68.27,186.16,430.62,233.51,166.12,23.65,69.05,54.5,85.16,141.69,45.97,32.71,GreenPETG,GreenPETG
e,Dec,842,142.84,801.03,1994.4,277.47,1178.76,597.83,61.95,171.25,402.87,218.23,179.53,23.19,66.61,50.37,81.54,139.45,45.97,33.64,GreenPETG,GreenPETG
e,Dec,843,142.02,799.09,1991.59,280.99,1189.68,608.48,55.64,154.68,413.73,199.13,170.25,22.26,64.17,48.72,79.72,129.32,44.69,31.77,GreenPETG,GreenPETG
e,Dec,844,164.18,802.0,1999.08,304.69,1201.39,653.92,58.51,160.75,423.38,192.44,185.72,23.65,69.86,52.85,80.63,148.44,44.05,33.64,GreenPETG,GreenPETG
e,Dec,845,175.68,800.06,1992.53,284.5,1190.47,611.32,58.51,162.41,394.43,202.47,203.27,22.72,76.36,52.85,87.88,165.31,44.69,32.71,GreenPETG,GreenPETG
e,Dec,846,149.41,801.03,1996.27,283.62,1184.22,609.19,60.81,166.83,375.13,209.63,193.98,23.19,73.11,51.2,85.16,157.44,45.33,32.71,GreenPETG,GreenPETG
e,Dec,847,146.12,802.0,1998.15,300.3,1185.0,646.11,63.1,174.56,430.62,207.25,182.63,24.11,70.67,52.85,81.54,139.45,45.33,34.58,GreenPETG,GreenPETG
e,Dec,848,143.66,801.03,1997.21,284.5,1185.0,613.45,60.23,166.28,402.87,208.2,169.22,23.19,70.67,50.37,80.63,128.2,45.33,32.71,GreenPETG,GreenPETG
e,Dec,849,157.62,802.97,2004.7,278.35,1198.27,599.96,55.64,153.57,413.73,200.08,157.87,22.26,62.55,48.72,77.01,120.33,44.69,32.71,GreenPETG,GreenPETG
e,Dec,850,146.94,800.06,1991.59,281.86,1184.22,608.48,59.66,164.07,407.7,206.77,160.96,22.72,64.17,48.72,78.82,123.7,45.33,32.71,GreenPETG,GreenPETG
e,Dec,851,151.05,801.03,1989.72,280.99,1173.29,604.93,62.53,171.25,389.61,212.98,206.36,23.19,87.73,54.5,89.69,170.93,45.97,32.71,GreenPETG,GreenPETG
e,Dec,852,163.36,802.0,1997.21,278.35,1189.68,594.99,59.66,162.41,349.8,210.11,216.68,22.72,71.48,50.37,90.6,179.93,45.33,31.77,GreenPETG,GreenPETG
e,Dec,853,168.29,801.03,1993.46,281.86,1197.49,605.64,56.22,155.23,382.37,196.74,197.07,22.72,68.24,50.37,85.16,159.69,44.69,31.77,GreenPETG,GreenPETG
e,Dec,854,137.91,802.0,2002.83,287.13,1193.59,616.29,57.94,161.31,418.56,202.95,176.44,22.72,66.61,50.37,79.72,131.57,45.33,32.71,GreenPETG,GreenPETG
e,Dec,855,149.41,801.03,1989.72,273.08,1173.29,590.02,64.82,176.22,379.96,224.91,202.23,23.19,70.67,52.02,86.97,167.56,46.61,33.64,GreenPETG,GreenPETG
e,Dec,856,152.69,802.0,1991.59,282.74,1173.29,606.35,65.97,180.64,353.42,226.35,213.58,23.19,82.86,54.5,96.03,208.04,46.61,32.71,GreenPETG,GreenPETG
e,Dec,857,162.54,805.89,2003.76,287.13,1179.54,612.74,65.97,177.88,334.12,223.0,236.28,23.65,83.67,54.5,104.19,245.15,46.61,32.71,GreenPETG,GreenPETG
e,Dec,858,151.05,802.0,1993.46,284.5,1178.76,611.32,63.68,172.35,369.1,214.41,206.36,23.19,73.92,52.02,90.6,177.68,45.97,32.71,GreenPETG,GreenPETG
e,Dec,859,138.74,799.09,1990.66,280.99,1180.32,604.22,61.95,168.49,383.57,212.02,188.82,23.19,71.48,51.2,85.16,149.57,45.97,32.71,GreenPETG,GreenPETG
e,Dec,860,144.48,802.0,1998.15,275.72,1185.0,592.15,62.53,167.38,372.72,211.54,190.88,23.19,70.67,52.02,83.35,159.69,45.97,33.64,GreenPETG,GreenPETG
e,Dec,861,151.05,802.0,1994.4,281.86,1178.76,607.06,65.4,177.33,366.69,220.62,198.11,23.65,73.11,52.85,89.69,175.43,45.97,32.71,GreenPETG,GreenPETG
e,Dec,862,146.94,801.03,1989.72,281.86,1174.85,607.06,64.82,178.43,373.93,221.57,200.17,23.65,73.92,53.68,90.6,179.93,46.61,32.71,GreenPETG,GreenPETG
e,Dec,863,145.3,800.06,1988.78,274.84,1174.85,591.44,61.38,170.14,370.31,219.66,196.04,22.26,66.61,48.72,85.16,151.82,46.61,31.77,GreenPETG,GreenPETG
e,Dec,864,141.2,802.0,2004.7,284.5,1185.0,613.45,63.1,174.01,398.05,216.8,183.66,23.19,67.42,50.37,83.35,142.82,45.97,33.64,GreenPETG,GreenPETG
e,Dec,865,140.38,801.03,2003.76,283.62,1181.1,613.45,63.68,175.67,420.97,219.66,165.09,23.19,64.99,49.55,81.54,128.2,45.97,32.71,GreenPETG,GreenPETG
e,Dec,866,149.41,799.09,1991.59,274.84,1148.31,592.86,71.13,196.66,343.77,247.36,238.35,23.65,85.29,68.54,129.55,348.61,45.97,32.71,GreenPETG,GreenPETG
e,Dec,867,157.62,800.06,1989.72,272.2,1143.63,581.5,74.58,198.32,383.57,250.7,346.69,23.65,127.54,85.05,213.81,932.26,46.61,32.71,GreenPETG,GreenPETG
e,Dec,868,229.86,804.91,1983.16,266.94,1125.67,575.11,75.15,201.08,331.71,251.18,366.29,24.11,101.54,77.62,246.42,725.34,47.25,33.64,GreenPETG,GreenPETG
e,Dec,869,181.42,802.0,1987.85,275.72,1139.72,593.57,71.71,198.32,363.07,249.27,246.6,23.65,82.04,66.89,135.89,331.75,45.97,32.71,GreenPETG,GreenPETG
e,Dec,870,131.35,799.09,2006.57,277.47,1170.95,599.96,66.54,189.48,420.97,243.54,193.98,23.19,70.67,61.11,100.56,196.8,45.33,32.71,GreenPETG,GreenPETG
e,Dec,871,200.3,801.03,2004.7,279.23,1185.78,599.96,62.53,180.09,442.68,235.42,187.79,22.72,66.61,59.46,90.6,172.06,44.05,33.64,GreenPETG,GreenPETG
e,Dec,872,199.48,801.03,2002.83,283.62,1181.1,608.48,65.97,189.48,414.94,239.24,205.33,23.19,73.11,63.58,103.28,238.41,44.05,32.71,GreenPETG,GreenPETG
e,Dec,873,155.15,799.09,1999.08,276.59,1163.92,594.28,68.27,192.79,347.39,246.88,257.95,23.19,81.23,68.54,137.71,411.59,44.69,32.71,GreenPETG,GreenPETG
e,Dec,874,128.88,797.15,1992.53,279.23,1149.09,600.67,67.69,194.45,394.43,248.79,285.81,23.65,76.36,65.24,163.98,285.64,44.69,32.71,GreenPETG,GreenPETG
e,Dec,875,143.66,799.09,2000.02,280.99,1163.14,604.22,66.54,192.24,429.41,244.97,198.11,23.19,72.3,62.76,106.0,222.66,44.05,32.71,GreenPETG,GreenPETG
e,Dec,876,163.36,800.06,2000.96,281.86,1177.19,605.64,65.97,188.37,431.82,237.81,183.66,23.19,69.05,61.11,94.22,181.05,44.69,33.64,GreenPETG,GreenPETG
e,Dec,877,185.53,802.0,2005.64,284.5,1189.68,614.87,61.95,177.88,466.8,224.91,170.25,22.72,67.42,58.63,86.97,147.32,44.69,32.71,GreenPETG,GreenPETG
e,Dec,878,184.71,801.03,2003.76,288.01,1195.15,621.26,60.23,171.25,448.71,215.36,152.71,23.19,63.36,52.85,81.54,130.45,44.69,32.71,GreenPETG,GreenPETG
e,Dec,879,192.09,802.0,2005.64,286.25,1196.71,615.58,57.37,162.96,437.85,212.5,146.52,22.72,62.55,50.37,80.63,118.08,44.69,32.71,GreenPETG,GreenPETG
e,Dec,880,132.17,799.09,1998.15,276.59,1160.8,596.41,69.41,195.0,402.87,245.92,205.33,23.65,75.55,62.76,104.19,223.79,45.33,33.64,GreenPETG,GreenPETG
e,Dec,881,160.9,801.03,1990.66,266.94,1141.29,574.4,69.41,192.24,334.12,248.79,260.01,23.19,82.04,65.24,134.99,345.24,45.97,31.77,GreenPETG,GreenPETG
e,Dec,882,131.35,800.06,2002.83,282.74,1173.29,609.19,66.54,190.03,457.15,238.28,154.77,23.65,66.61,54.5,85.16,143.94,45.33,33.64,GreenPETG,GreenPETG
e,Dec,883,132.99,801.03,2005.64,273.96,1171.73,589.31,66.54,185.61,423.38,239.72,166.12,22.72,64.99,53.68,85.16,142.82,45.97,31.77,GreenPETG,GreenPETG
e,Dec,884,137.91,800.06,1999.08,271.33,1168.61,583.63,67.12,185.61,387.19,239.72,190.88,23.19,70.67,57.8,92.41,183.3,45.97,33.64,GreenPETG,GreenPETG
e,Dec,885,137.91,800.06,2000.96,280.11,1172.51,605.64,66.54,186.16,406.49,235.9,186.76,23.19,70.67,57.8,92.41,178.81,45.97,32.71,GreenPETG,GreenPETG
e,Dec,886,138.74,799.09,2000.96,274.84,1177.98,593.57,64.25,177.33,402.87,229.69,199.14,23.19,67.42,55.33,90.6,173.18,45.97,33.64,GreenPETG,GreenPETG
e,Dec,887,140.38,799.09,1999.08,282.74,1178.76,609.19,63.68,178.98,427.0,226.35,177.47,23.19,66.61,54.5,86.97,148.44,45.97,32.71,GreenPETG,GreenPETG
e,Dec,888,149.41,801.03,2005.64,286.25,1188.12,619.13,62.53,178.98,452.33,223.96,159.93,23.19,65.8,54.5,83.35,133.82,45.33,32.71,GreenPETG,GreenPETG
e,Dec,889,148.59,798.12,1998.15,280.99,1183.44,609.19,63.1,178.43,448.71,223.0,155.8,23.19,64.99,54.5,83.35,132.7,45.33,32.71,GreenPETG,GreenPETG
e,Dec,890,149.41,800.06,2003.76,286.25,1185.0,619.13,64.25,180.09,448.71,226.35,160.96,23.19,67.42,55.33,84.25,134.95,45.33,32.71,GreenPETG,GreenPETG
e,Dec,891,156.8,800.06,2004.7,275.72,1185.0,594.28,62.53,176.77,429.41,228.73,172.31,22.72,66.61,56.15,85.16,147.32,45.33,33.64,GreenPETG,GreenPETG
e,Dec,892,172.39,802.0,2009.38,302.94,1189.68,653.21,69.41,194.45,466.8,231.12,169.22,24.58,69.05,56.98,84.25,147.32,44.69,34.58,GreenPETG,GreenPETG
e,Dec,893,181.42,802.0,2008.45,282.74,1191.25,611.32,63.1,179.54,440.27,225.87,159.93,23.19,65.8,55.33,86.07,143.94,44.69,32.71,GreenPETG,GreenPETG
e,Dec,894,167.47,801.03,2003.76,285.38,1188.9,615.58,61.95,175.67,442.68,224.44,158.9,23.19,67.42,55.33,84.25,132.7,45.33,32.71,GreenPETG,GreenPETG
e,Dec,895,165.0,800.06,2001.89,285.38,1189.68,617.71,61.95,174.01,439.06,218.71,152.71,23.19,64.17,51.2,80.63,125.95,45.33,32.71,GreenPETG,GreenPETG
e,Dec,896,161.72,801.03,2002.83,286.25,1192.03,617.71,59.66,167.38,440.27,211.07,147.55,22.72,62.55,50.37,78.82,120.33,45.33,32.71,GreenPETG,GreenPETG
e,Dec,897,144.48,800.06,2002.83,274.84,1182.66,592.86,63.1,174.01,423.38,222.53,189.85,22.72,71.48,57.8,86.97,151.82,45.97,31.77,GreenPETG,GreenPETG
e,Dec,898,142.02,799.09,1997.21,282.74,1178.76,612.03,64.25,180.09,425.79,225.87,178.5,23.19,69.05,55.33,86.97,154.06,45.97,32.71,GreenPETG,GreenPETG
e,Dec,899,137.91,800.06,2006.57,279.23,1176.41,602.09,67.69,186.16,388.4,236.37,204.3,23.19,73.92,60.28,98.75,213.67,45.97,32.71,GreenPETG,GreenPETG
e,Dec,900,137.09,800.06,1998.15,278.35,1167.83,599.96,69.41,191.69,387.19,238.76,198.11,23.65,74.73,60.28,97.84,203.55,46.61,33.64,GreenPETG,GreenPETG
e,Dec,901,136.27,800.06,2000.96,271.33,1167.83,585.76,65.97,184.51,417.35,240.19,171.28,22.72,64.99,52.85,86.97,143.94,45.97,32.71,GreenPETG,GreenPETG
e,Dec,902,185.53,812.68,2002.83,245.86,1085.86,564.46,48.76,165.72,1080.76,270.28,2080.12,28.75,367.98,212.22,235.55,444.2,47.25,33.64,RedPETG,RedPETG
e,Dec,903,176.5,811.71,2001.89,254.64,1095.23,568.72,50.48,170.14,1026.49,272.19,2065.67,30.14,365.55,211.4,229.21,407.09,47.25,33.64,RedPETG,RedPETG
e,Dec,904,141.2,811.71,2015.94,257.28,1096.79,573.69,51.06,167.38,680.3,266.94,1606.52,29.68,285.94,180.84,144.95,210.29,46.61,33.64,RedPETG,RedPETG
e,Dec,905,148.59,812.68,2014.06,256.4,1097.57,568.01,50.48,165.17,668.24,269.8,1764.38,29.68,280.25,177.54,165.79,202.42,47.25,33.64,RedPETG,RedPETG
e,Dec,906,145.3,813.65,2018.75,256.4,1099.13,570.14,49.91,162.96,693.57,265.98,1609.61,29.68,294.06,183.32,146.77,213.67,47.25,33.64,RedPETG,RedPETG
e,Dec,907,167.47,816.57,2019.68,253.76,1099.13,563.75,51.06,164.62,841.94,267.41,1934.63,29.68,335.49,199.84,191.16,303.63,47.89,33.64,RedPETG,RedPETG
e,Dec,908,210.98,821.42,2022.49,256.4,1099.13,568.72,52.2,168.49,995.12,270.28,2026.46,30.14,354.99,208.92,216.52,378.98,48.52,33.64,RedPETG,RedPETG
e,Dec,909,250.38,824.33,2021.55,256.4,1096.01,568.72,53.35,175.12,1114.54,278.4,2068.77,30.61,355.8,208.92,235.55,408.22,49.16,33.64,RedPETG,RedPETG
e,Dec,910,206.87,822.39,2028.11,254.64,1099.13,564.46,49.33,167.93,945.67,270.76,2064.64,29.68,347.68,202.32,227.4,323.87,48.52,33.64,RedPETG,RedPETG
e,Dec,911,147.77,817.54,2041.22,256.4,1109.28,566.59,45.32,155.78,632.05,250.7,1226.81,28.75,246.95,163.5,119.59,155.19,45.97,32.71,RedPETG,RedPETG
e,Dec,912,151.87,816.57,2033.73,250.25,1105.38,554.52,42.45,147.49,604.31,247.36,1186.57,27.82,223.39,154.42,116.87,152.94,45.97,33.64,RedPETG,RedPETG
e,Dec,913,152.69,816.57,2036.54,273.96,1103.82,604.93,48.19,166.28,674.27,254.52,1117.44,30.14,231.51,165.98,117.77,152.94,45.97,34.58,RedPETG,RedPETG
